TagName,RegType,Address,DataType,BitOffset,BitLen,Writeable,Description
Tag_050,CoilStatus,50,Bool,0,0,1,
Tag_051,CoilStatus,51,Bool,0,0,0,
Tag_052,CoilStatus,52,Bool,0,0,0,
Tag_053,CoilStatus,53,Bool,0,0,0,
Tag_054,CoilStatus,54,Bool,0,0,0,
Tag_055,CoilStatus,55,Bool,0,0,1,
Tag_056,CoilStatus,56,Bool,0,0,0,
Tag_057,CoilStatus,57,Bool,0,0,0,
Tag_058,CoilStatus,58,Bool,0,0,0,
Tag_059,CoilStatus,59,Bool,0,0,0,
Tag_060,CoilStatus,60,Bool,0,0,1,
Tag_061,CoilStatus,61,Bool,0,0,0,
Tag_062,CoilStatus,62,Bool,0,0,0,
Tag_063,CoilStatus,63,Bool,0,0,0,
Tag_064,CoilStatus,64,Bool,0,0,0,
Tag_065,CoilStatus,65,Bool,0,0,1,
Tag_066,CoilStatus,66,Bool,0,0,0,
Tag_067,CoilStatus,67,Bool,0,0,0,
Tag_068,CoilStatus,68,Bool,0,0,0,
Tag_069,CoilStatus,69,Bool,0,0,0,
Tag_070,CoilStatus,70,Bool,0,0,1,
Tag_071,CoilStatus,71,Bool,0,0,0,
Tag_072,CoilStatus,72,Bool,0,0,0,
Tag_073,CoilStatus,73,Bool,0,0,0,
Tag_074,CoilStatus,74,Bool,0,0,0,
Tag_075,CoilStatus,75,Bool,0,0,1,
Tag_076,CoilStatus,76,Bool,0,0,0,
Tag_077,CoilStatus,77,Bool,0,0,0,
Tag_078,CoilStatus,78,Bool,0,0,0,
Tag_079,CoilStatus,79,Bool,0,0,0,
Tag_080,CoilStatus,80,Bool,0,0,1,
Tag_081,CoilStatus,81,Bool,0,0,0,
Tag_082,CoilStatus,82,Bool,0,0,0,
Tag_083,CoilStatus,83,Bool,0,0,0,
Tag_084,CoilStatus,84,Bool,0,0,0,
Tag_085,CoilStatus,85,Bool,0,0,1,
Tag_086,CoilStatus,86,Bool,0,0,0,
Tag_087,CoilStatus,87,Bool,0,0,0,
Tag_088,CoilStatus,88,Bool,0,0,0,
Tag_089,CoilStatus,89,Bool,0,0,0,
Tag_090,CoilStatus,90,Bool,0,0,1,
Tag_091,CoilStatus,91,Bool,0,0,0,
Tag_092,CoilStatus,92,Bool,0,0,0,
Tag_093,CoilStatus,93,Bool,0,0,0,
Tag_094,CoilStatus,94,Bool,0,0,0,
Tag_095,CoilStatus,95,Bool,0,0,1,
Tag_096,CoilStatus,96,Bool,0,0,0,
Tag_097,CoilStatus,97,Bool,0,0,0,
Tag_098,CoilStatus,98,Bool,0,0,0,
Tag_099,CoilStatus,99,Bool,0,0,0,
Tag_100,CoilStatus,100,Bool,0,0,1,
Tag_101,CoilStatus,101,Bool,0,0,0,
Tag_102,CoilStatus,102,Bool,0,0,0,
Tag_103,CoilStatus,103,Bool,0,0,0,
Tag_104,CoilStatus,104,Bool,0,0,0,
Tag_105,CoilStatus,105,Bool,0,0,1,
Tag_106,CoilStatus,106,Bool,0,0,0,
Tag_107,CoilStatus,107,Bool,0,0,0,
Tag_108,CoilStatus,108,Bool,0,0,0,
Tag_109,CoilStatus,109,Bool,0,0,0,
Tag_110,CoilStatus,110,Bool,0,0,1,
Tag_111,CoilStatus,111,Bool,0,0,0,
Tag_112,CoilStatus,112,Bool,0,0,0,
Tag_113,CoilStatus,113,Bool,0,0,0,
Tag_114,CoilStatus,114,Bool,0,0,0,
Tag_115,CoilStatus,115,Bool,0,0,1,
Tag_116,CoilStatus,116,Bool,0,0,0,
Tag_117,CoilStatus,117,Bool,0,0,0,
Tag_118,CoilStatus,118,Bool,0,0,0,
Tag_119,CoilStatus,119,Bool,0,0,0,
Tag_120,CoilStatus,120,Bool,0,0,1,
Tag_121,CoilStatus,121,Bool,0,0,0,
Tag_122,CoilStatus,122,Bool,0,0,0,
Tag_123,CoilStatus,123,Bool,0,0,0,
Tag_124,CoilStatus,124,Bool,0,0,0,
Tag_125,CoilStatus,125,Bool,0,0,1,
Tag_126,CoilStatus,126,Bool,0,0,0,
Tag_127,CoilStatus,127,Bool,0,0,0,
Tag_128,CoilStatus,128,Bool,0,0,0,
Tag_129,CoilStatus,129,Bool,0,0,0,
Tag_130,CoilStatus,130,Bool,0,0,1,
Tag_131,CoilStatus,131,Bool,0,0,0,
Tag_132,CoilStatus,132,Bool,0,0,0,
Tag_133,CoilStatus,133,Bool,0,0,0,
Tag_134,CoilStatus,134,Bool,0,0,0,
Tag_135,CoilStatus,135,Bool,0,0,1,
Tag_136,CoilStatus,136,Bool,0,0,0,
Tag_137,CoilStatus,137,Bool,0,0,0,
Tag_138,CoilStatus,138,Bool,0,0,0,
Tag_139,CoilStatus,139,Bool,0,0,0,
Tag_140,CoilStatus,140,Bool,0,0,1,
Tag_141,CoilStatus,141,Bool,0,0,0,
Tag_142,CoilStatus,142,Bool,0,0,0,
Tag_143,CoilStatus,143,Bool,0,0,0,
Tag_144,CoilStatus,144,Bool,0,0,0,
Tag_145,CoilStatus,145,Bool,0,0,1,
Tag_146,CoilStatus,146,Bool,0,0,0,
Tag_147,CoilStatus,147,Bool,0,0,0,
Tag_148,CoilStatus,148,Bool,0,0,0,
Tag_149,CoilStatus,149,Bool,0,0,0,
Tag_150,CoilStatus,150,Bool,0,0,1,
Tag_151,CoilStatus,151,Bool,0,0,0,
Tag_152,CoilStatus,152,Bool,0,0,0,
Tag_153,CoilStatus,153,Bool,0,0,0,
Tag_154,CoilStatus,154,Bool,0,0,0,
Tag_155,CoilStatus,155,Bool,0,0,1,
Tag_156,CoilStatus,156,Bool,0,0,0,
Tag_157,CoilStatus,157,Bool,0,0,0,
Tag_158,CoilStatus,158,Bool,0,0,0,
Tag_159,CoilStatus,159,Bool,0,0,0,
Tag_160,CoilStatus,160,Bool,0,0,1,
Tag_161,CoilStatus,161,Bool,0,0,0,
Tag_162,CoilStatus,162,Bool,0,0,0,
Tag_163,CoilStatus,163,Bool,0,0,0,
Tag_164,CoilStatus,164,Bool,0,0,0,
Tag_165,CoilStatus,165,Bool,0,0,1,
Tag_166,CoilStatus,166,Bool,0,0,0,
Tag_167,CoilStatus,167,Bool,0,0,0,
Tag_168,CoilStatus,168,Bool,0,0,0,
Tag_169,CoilStatus,169,Bool,0,0,0,
Tag_170,CoilStatus,170,Bool,0,0,1,
Tag_171,CoilStatus,171,Bool,0,0,0,
Tag_172,CoilStatus,172,Bool,0,0,0,
Tag_173,CoilStatus,173,Bool,0,0,0,
Tag_174,CoilStatus,174,Bool,0,0,0,
Tag_175,CoilStatus,175,Bool,0,0,1,
Tag_176,CoilStatus,176,Bool,0,0,0,
Tag_177,CoilStatus,177,Bool,0,0,0,
Tag_178,CoilStatus,178,Bool,0,0,0,
Tag_179,CoilStatus,179,Bool,0,0,0,
Tag_180,CoilStatus,180,Bool,0,0,1,
Tag_181,CoilStatus,181,Bool,0,0,0,
Tag_182,CoilStatus,182,Bool,0,0,0,
Tag_183,CoilStatus,183,Bool,0,0,0,
Tag_184,CoilStatus,184,Bool,0,0,0,
Tag_185,CoilStatus,185,Bool,0,0,1,
Tag_186,CoilStatus,186,Bool,0,0,0,
Tag_187,CoilStatus,187,Bool,0,0,0,
Tag_188,CoilStatus,188,Bool,0,0,0,
Tag_189,CoilStatus,189,Bool,0,0,0,
Tag_190,CoilStatus,190,Bool,0,0,1,
Tag_191,CoilStatus,191,Bool,0,0,0,
Tag_192,CoilStatus,192,Bool,0,0,0,
Tag_193,CoilStatus,193,Bool,0,0,0,
Tag_194,CoilStatus,194,Bool,0,0,0,
Tag_195,CoilStatus,195,Bool,0,0,1,
Tag_196,CoilStatus,196,Bool,0,0,0,
Tag_197,CoilStatus,197,Bool,0,0,0,
Tag_198,CoilStatus,198,Bool,0,0,0,
Tag_199,CoilStatus,199,Bool,0,0,0,
Tag_200,CoilStatus,200,Bool,0,0,1,
Tag_201,CoilStatus,201,Bool,0,0,0,
Tag_202,CoilStatus,202,Bool,0,0,0,
Tag_203,CoilStatus,203,Bool,0,0,0,
Tag_204,CoilStatus,204,Bool,0,0,0,
Tag_205,CoilStatus,205,Bool,0,0,1,
Tag_206,CoilStatus,206,Bool,0,0,0,
Tag_207,CoilStatus,207,Bool,0,0,0,
Tag_208,CoilStatus,208,Bool,0,0,0,
Tag_209,CoilStatus,209,Bool,0,0,0,
Tag_210,CoilStatus,210,Bool,0,0,1,
Tag_211,CoilStatus,211,Bool,0,0,0,
Tag_212,CoilStatus,212,Bool,0,0,0,
Tag_213,CoilStatus,213,Bool,0,0,0,
Tag_214,CoilStatus,214,Bool,0,0,0,
Tag_215,CoilStatus,215,Bool,0,0,1,
Tag_216,CoilStatus,216,Bool,0,0,0,
Tag_217,CoilStatus,217,Bool,0,0,0,
Tag_218,CoilStatus,218,Bool,0,0,0,
Tag_219,CoilStatus,219,Bool,0,0,0,
Tag_220,CoilStatus,220,Bool,0,0,1,
Tag_221,CoilStatus,221,Bool,0,0,0,
Tag_222,CoilStatus,222,Bool,0,0,0,
Tag_223,CoilStatus,223,Bool,0,0,0,
Tag_224,CoilStatus,224,Bool,0,0,0,
Tag_225,CoilStatus,225,Bool,0,0,1,
Tag_226,CoilStatus,226,Bool,0,0,0,
Tag_227,CoilStatus,227,Bool,0,0,0,
Tag_228,CoilStatus,228,Bool,0,0,0,
Tag_229,CoilStatus,229,Bool,0,0,0,
Tag_230,CoilStatus,230,Bool,0,0,1,
Tag_231,CoilStatus,231,Bool,0,0,0,
Tag_232,CoilStatus,232,Bool,0,0,0,
Tag_233,CoilStatus,233,Bool,0,0,0,
Tag_234,CoilStatus,234,Bool,0,0,0,
Tag_235,CoilStatus,235,Bool,0,0,1,
Tag_236,CoilStatus,236,Bool,0,0,0,
Tag_237,CoilStatus,237,Bool,0,0,0,
Tag_238,CoilStatus,238,Bool,0,0,0,
Tag_239,CoilStatus,239,Bool,0,0,0,
Tag_240,CoilStatus,240,Bool,0,0,1,
Tag_241,CoilStatus,241,Bool,0,0,0,
Tag_242,CoilStatus,242,Bool,0,0,0,
Tag_243,CoilStatus,243,Bool,0,0,0,
Tag_244,CoilStatus,244,Bool,0,0,0,
Tag_245,CoilStatus,245,Bool,0,0,1,
Tag_246,CoilStatus,246,Bool,0,0,0,
Tag_247,CoilStatus,247,Bool,0,0,0,
Tag_248,CoilStatus,248,Bool,0,0,0,
Tag_249,CoilStatus,249,Bool,0,0,0,
Tag_250,CoilStatus,0,Bool,0,0,1,
Tag_251,CoilStatus,1,Bool,0,0,0,
Tag_252,CoilStatus,2,Bool,0,0,0,
Tag_253,CoilStatus,3,Bool,0,0,0,
Tag_254,CoilStatus,4,Bool,0,0,0,
Tag_255,CoilStatus,5,Bool,0,0,1,
Tag_256,CoilStatus,6,Bool,0,0,0,
Tag_257,CoilStatus,7,Bool,0,0,0,
Tag_258,CoilStatus,8,Bool,0,0,0,
Tag_259,CoilStatus,9,Bool,0,0,0,
Tag_260,CoilStatus,10,Bool,0,0,1,
Tag_261,CoilStatus,11,Bool,0,0,0,
Tag_262,CoilStatus,12,Bool,0,0,0,
Tag_263,CoilStatus,13,Bool,0,0,0,
Tag_264,CoilStatus,14,Bool,0,0,0,
Tag_265,CoilStatus,15,Bool,0,0,1,
Tag_266,CoilStatus,16,Bool,0,0,0,
Tag_267,CoilStatus,17,Bool,0,0,0,
Tag_268,CoilStatus,18,Bool,0,0,0,
Tag_269,CoilStatus,19,Bool,0,0,0,
Tag_270,CoilStatus,20,Bool,0,0,1,
Tag_271,CoilStatus,21,Bool,0,0,0,
Tag_272,CoilStatus,22,Bool,0,0,0,
Tag_273,CoilStatus,23,Bool,0,0,0,
Tag_274,CoilStatus,24,Bool,0,0,0,
Tag_275,CoilStatus,25,Bool,0,0,1,
Tag_276,CoilStatus,26,Bool,0,0,0,
Tag_277,CoilStatus,27,Bool,0,0,0,
Tag_278,CoilStatus,28,Bool,0,0,0,
Tag_279,CoilStatus,29,Bool,0,0,0,
Tag_280,CoilStatus,30,Bool,0,0,1,
Tag_281,CoilStatus,31,Bool,0,0,0,
Tag_282,CoilStatus,32,Bool,0,0,0,
Tag_283,CoilStatus,33,Bool,0,0,0,
Tag_284,CoilStatus,34,Bool,0,0,0,
Tag_285,CoilStatus,35,Bool,0,0,1,
Tag_286,CoilStatus,36,Bool,0,0,0,
Tag_287,CoilStatus,37,Bool,0,0,0,
Tag_288,CoilStatus,38,Bool,0,0,0,
Tag_289,CoilStatus,39,Bool,0,0,0,
Tag_290,CoilStatus,40,Bool,0,0,1,
Tag_291,CoilStatus,41,Bool,0,0,0,
Tag_292,CoilStatus,42,Bool,0,0,0,
Tag_293,CoilStatus,43,Bool,0,0,0,
Tag_294,CoilStatus,44,Bool,0,0,0,
Tag_295,CoilStatus,45,Bool,0,0,1,
Tag_296,CoilStatus,46,Bool,0,0,0,
Tag_297,CoilStatus,47,Bool,0,0,0,
Tag_298,CoilStatus,48,Bool,0,0,0,
Tag_299,CoilStatus,49,Bool,0,0,0,
Tag_300,CoilStatus,50,Bool,0,0,1,
Tag_301,CoilStatus,51,Bool,0,0,0,
Tag_302,CoilStatus,52,Bool,0,0,0,
Tag_303,CoilStatus,53,Bool,0,0,0,
Tag_304,CoilStatus,54,Bool,0,0,0,
Tag_305,CoilStatus,55,Bool,0,0,1,
Tag_306,CoilStatus,56,Bool,0,0,0,
Tag_307,CoilStatus,57,Bool,0,0,0,
Tag_308,CoilStatus,58,Bool,0,0,0,
Tag_309,CoilStatus,59,Bool,0,0,0,
Tag_310,CoilStatus,60,Bool,0,0,1,
Tag_311,CoilStatus,61,Bool,0,0,0,
Tag_312,CoilStatus,62,Bool,0,0,0,
Tag_313,CoilStatus,63,Bool,0,0,0,
Tag_314,CoilStatus,64,Bool,0,0,0,
Tag_315,CoilStatus,65,Bool,0,0,1,
Tag_316,CoilStatus,66,Bool,0,0,0,
Tag_317,CoilStatus,67,Bool,0,0,0,
Tag_318,CoilStatus,68,Bool,0,0,0,
Tag_319,CoilStatus,69,Bool,0,0,0,
Tag_320,CoilStatus,70,Bool,0,0,1,
Tag_321,CoilStatus,71,Bool,0,0,0,
Tag_322,CoilStatus,72,Bool,0,0,0,
Tag_323,CoilStatus,73,Bool,0,0,0,
Tag_324,CoilStatus,74,Bool,0,0,0,
Tag_325,CoilStatus,75,Bool,0,0,1,
Tag_326,CoilStatus,76,Bool,0,0,0,
Tag_327,CoilStatus,77,Bool,0,0,0,
Tag_328,CoilStatus,78,Bool,0,0,0,
Tag_329,CoilStatus,79,Bool,0,0,0,
Tag_330,CoilStatus,80,Bool,0,0,1,
Tag_331,CoilStatus,81,Bool,0,0,0,
Tag_332,CoilStatus,82,Bool,0,0,0,
Tag_333,CoilStatus,83,Bool,0,0,0,
Tag_334,CoilStatus,84,Bool,0,0,0,
Tag_335,CoilStatus,85,Bool,0,0,1,
Tag_336,CoilStatus,86,Bool,0,0,0,
Tag_337,CoilStatus,87,Bool,0,0,0,
Tag_338,CoilStatus,88,Bool,0,0,0,
Tag_339,CoilStatus,89,Bool,0,0,0,
Tag_340,CoilStatus,90,Bool,0,0,1,
Tag_341,CoilStatus,91,Bool,0,0,0,
Tag_342,CoilStatus,92,Bool,0,0,0,
Tag_343,CoilStatus,93,Bool,0,0,0,
Tag_344,CoilStatus,94,Bool,0,0,0,
Tag_345,CoilStatus,95,Bool,0,0,1,
Tag_346,CoilStatus,96,Bool,0,0,0,
Tag_347,CoilStatus,97,Bool,0,0,0,
Tag_348,CoilStatus,98,Bool,0,0,0,
Tag_349,CoilStatus,99,Bool,0,0,0,
Tag_350,CoilStatus,100,Bool,0,0,1,
Tag_351,CoilStatus,101,Bool,0,0,0,
Tag_352,CoilStatus,102,Bool,0,0,0,
Tag_353,CoilStatus,103,Bool,0,0,0,
Tag_354,CoilStatus,104,Bool,0,0,0,
Tag_355,CoilStatus,105,Bool,0,0,1,
Tag_356,CoilStatus,106,Bool,0,0,0,
Tag_357,CoilStatus,107,Bool,0,0,0,
Tag_358,CoilStatus,108,Bool,0,0,0,
Tag_359,CoilStatus,109,Bool,0,0,0,
Tag_360,CoilStatus,110,Bool,0,0,1,
Tag_361,CoilStatus,111,Bool,0,0,0,
Tag_362,CoilStatus,112,Bool,0,0,0,
Tag_363,CoilStatus,113,Bool,0,0,0,
Tag_364,CoilStatus,114,Bool,0,0,0,
Tag_365,CoilStatus,115,Bool,0,0,1,
Tag_366,CoilStatus,116,Bool,0,0,0,
Tag_367,CoilStatus,117,Bool,0,0,0,
Tag_368,CoilStatus,118,Bool,0,0,0,
Tag_369,CoilStatus,119,Bool,0,0,0,
Tag_370,CoilStatus,120,Bool,0,0,1,
Tag_371,CoilStatus,121,Bool,0,0,0,
Tag_372,CoilStatus,122,Bool,0,0,0,
Tag_373,CoilStatus,123,Bool,0,0,0,
Tag_374,CoilStatus,124,Bool,0,0,0,
Tag_375,CoilStatus,125,Bool,0,0,1,
Tag_376,CoilStatus,126,Bool,0,0,0,
Tag_377,CoilStatus,127,Bool,0,0,0,
Tag_378,CoilStatus,128,Bool,0,0,0,
Tag_379,CoilStatus,129,Bool,0,0,0,
Tag_380,CoilStatus,130,Bool,0,0,1,
Tag_381,CoilStatus,131,Bool,0,0,0,
Tag_382,CoilStatus,132,Bool,0,0,0,
Tag_383,CoilStatus,133,Bool,0,0,0,
Tag_384,CoilStatus,134,Bool,0,0,0,
Tag_385,CoilStatus,135,Bool,0,0,1,
Tag_386,CoilStatus,136,Bool,0,0,0,
Tag_387,CoilStatus,137,Bool,0,0,0,
Tag_388,CoilStatus,138,Bool,0,0,0,
Tag_389,CoilStatus,139,Bool,0,0,0,
Tag_390,CoilStatus,140,Bool,0,0,1,
Tag_391,CoilStatus,141,Bool,0,0,0,
Tag_392,CoilStatus,142,Bool,0,0,0,
Tag_393,CoilStatus,143,Bool,0,0,0,
Tag_394,CoilStatus,144,Bool,0,0,0,
Tag_395,CoilStatus,145,Bool,0,0,1,
Tag_396,CoilStatus,146,Bool,0,0,0,
Tag_397,CoilStatus,147,Bool,0,0,0,
Tag_398,CoilStatus,148,Bool,0,0,0,
Tag_399,CoilStatus,149,Bool,0,0,0,
Tag_400,CoilStatus,150,Bool,0,0,1,
Tag_401,CoilStatus,151,Bool,0,0,0,
Tag_402,CoilStatus,152,Bool,0,0,0,
Tag_403,CoilStatus,153,Bool,0,0,0,
Tag_404,CoilStatus,154,Bool,0,0,0,
Tag_405,CoilStatus,155,Bool,0,0,1,
Tag_406,CoilStatus,156,Bool,0,0,0,
Tag_407,CoilStatus,157,Bool,0,0,0,
Tag_408,CoilStatus,158,Bool,0,0,0,
Tag_409,CoilStatus,159,Bool,0,0,0,
Tag_410,CoilStatus,160,Bool,0,0,1,
Tag_411,CoilStatus,161,Bool,0,0,0,
Tag_412,CoilStatus,162,Bool,0,0,0,
Tag_413,CoilStatus,163,Bool,0,0,0,
Tag_414,CoilStatus,164,Bool,0,0,0,
Tag_415,CoilStatus,165,Bool,0,0,1,
Tag_416,CoilStatus,166,Bool,0,0,0,
Tag_417,CoilStatus,167,Bool,0,0,0,
Tag_418,CoilStatus,168,Bool,0,0,0,
Tag_419,CoilStatus,169,Bool,0,0,0,
Tag_420,CoilStatus,170,Bool,0,0,1,
Tag_421,CoilStatus,171,Bool,0,0,0,
Tag_422,CoilStatus,172,Bool,0,0,0,
Tag_423,CoilStatus,173,Bool,0,0,0,
Tag_424,CoilStatus,174,Bool,0,0,0,
Tag_425,CoilStatus,175,Bool,0,0,1,
Tag_426,CoilStatus,176,Bool,0,0,0,
Tag_427,CoilStatus,177,Bool,0,0,0,
Tag_428,CoilStatus,178,Bool,0,0,0,
Tag_429,CoilStatus,179,Bool,0,0,0,
Tag_430,CoilStatus,180,Bool,0,0,1,
Tag_431,CoilStatus,181,Bool,0,0,0,
Tag_432,CoilStatus,182,Bool,0,0,0,
Tag_433,CoilStatus,183,Bool,0,0,0,
Tag_434,CoilStatus,184,Bool,0,0,0,
Tag_435,CoilStatus,185,Bool,0,0,1,
Tag_436,CoilStatus,186,Bool,0,0,0,
Tag_437,CoilStatus,187,Bool,0,0,0,
Tag_438,CoilStatus,188,Bool,0,0,0,
Tag_439,CoilStatus,189,Bool,0,0,0,
Tag_440,CoilStatus,190,Bool,0,0,1,
Tag_441,CoilStatus,191,Bool,0,0,0,
Tag_442,CoilStatus,192,Bool,0,0,0,
Tag_443,CoilStatus,193,Bool,0,0,0,
Tag_444,CoilStatus,194,Bool,0,0,0,
Tag_445,CoilStatus,195,Bool,0,0,1,
Tag_446,CoilStatus,196,Bool,0,0,0,
Tag_447,CoilStatus,197,Bool,0,0,0,
Tag_448,CoilStatus,198,Bool,0,0,0,
Tag_449,CoilStatus,199,Bool,0,0,0,
Tag_450,CoilStatus,200,Bool,0,0,1,
Tag_451,CoilStatus,201,Bool,0,0,0,
Tag_452,CoilStatus,202,Bool,0,0,0,
Tag_453,CoilStatus,203,Bool,0,0,0,
Tag_454,CoilStatus,204,Bool,0,0,0,
Tag_455,CoilStatus,205,Bool,0,0,1,
Tag_456,CoilStatus,206,Bool,0,0,0,
Tag_457,CoilStatus,207,Bool,0,0,0,
Tag_458,CoilStatus,208,Bool,0,0,0,
Tag_459,CoilStatus,209,Bool,0,0,0,
Tag_460,CoilStatus,210,Bool,0,0,1,
Tag_461,CoilStatus,211,Bool,0,0,0,
Tag_462,CoilStatus,212,Bool,0,0,0,
Tag_463,CoilStatus,213,Bool,0,0,0,
Tag_464,CoilStatus,214,Bool,0,0,0,
Tag_465,CoilStatus,215,Bool,0,0,1,
Tag_466,CoilStatus,216,Bool,0,0,0,
Tag_467,CoilStatus,217,Bool,0,0,0,
Tag_468,CoilStatus,218,Bool,0,0,0,
Tag_469,CoilStatus,219,Bool,0,0,0,
Tag_470,CoilStatus,220,Bool,0,0,1,
Tag_471,CoilStatus,221,Bool,0,0,0,
Tag_472,CoilStatus,222,Bool,0,0,0,
Tag_473,CoilStatus,223,Bool,0,0,0,
Tag_474,CoilStatus,224,Bool,0,0,0,
Tag_475,CoilStatus,225,Bool,0,0,1,
Tag_476,CoilStatus,226,Bool,0,0,0,
Tag_477,CoilStatus,227,Bool,0,0,0,
Tag_478,CoilStatus,228,Bool,0,0,0,
Tag_479,CoilStatus,229,Bool,0,0,0,
Tag_480,CoilStatus,230,Bool,0,0,1,
Tag_481,CoilStatus,231,Bool,0,0,0,
Tag_482,CoilStatus,232,Bool,0,0,0,
Tag_483,CoilStatus,233,Bool,0,0,0,
Tag_484,CoilStatus,234,Bool,0,0,0,
Tag_485,CoilStatus,235,Bool,0,0,1,
Tag_486,CoilStatus,236,Bool,0,0,0,
Tag_487,CoilStatus,237,Bool,0,0,0,
Tag_488,CoilStatus,238,Bool,0,0,0,
Tag_489,CoilStatus,239,Bool,0,0,0,
Tag_490,CoilStatus,240,Bool,0,0,1,
Tag_491,CoilStatus,241,Bool,0,0,0,
Tag_492,CoilStatus,242,Bool,0,0,0,
Tag_493,CoilStatus,243,Bool,0,0,0,
Tag_494,CoilStatus,244,Bool,0,0,0,
Tag_495,CoilStatus,245,Bool,0,0,1,
Tag_496,CoilStatus,246,Bool,0,0,0,
Tag_497,CoilStatus,247,Bool,0,0,0,
Tag_498,CoilStatus,248,Bool,0,0,0,
Tag_499,CoilStatus,249,Bool,0,0,0,
