TagName,RegType,Address,DataType,BitOffset,BitLen,Writeable,Description
Int16_Off07_Len06,HoldingReg,0,Int16,7,6,0,
Int16_Off07_Len07,HoldingReg,0,Int16,7,7,0,
Int16_Off07_Len08,HoldingReg,0,Int16,7,8,0,
Int16_Off07_Len09,HoldingReg,0,Int16,7,9,0,
Int16_Off08_Len00,HoldingReg,0,Int16,8,0,0,
Int16_Off08_Len01,HoldingReg,0,Int16,8,1,0,
Int16_Off08_Len02,HoldingReg,0,Int16,8,2,0,
Int16_Off08_Len03,HoldingReg,0,Int16,8,3,0,
Int16_Off08_Len04,HoldingReg,0,Int16,8,4,0,
Int16_Off08_Len05,HoldingReg,0,Int16,8,5,0,
Int16_Off08_Len06,HoldingReg,0,Int16,8,6,0,
Int16_Off08_Len07,HoldingReg,0,Int16,8,7,0,
Int16_Off08_Len08,HoldingReg,0,Int16,8,8,0,
Int16_Off09_Len00,HoldingReg,0,Int16,9,0,0,
Int16_Off09_Len01,HoldingReg,0,Int16,9,1,0,
Int16_Off09_Len02,HoldingReg,0,Int16,9,2,0,
Int16_Off09_Len03,HoldingReg,0,Int16,9,3,0,
Int16_Off09_Len04,HoldingReg,0,Int16,9,4,0,
Int16_Off09_Len05,HoldingReg,0,Int16,9,5,0,
Int16_Off09_Len06,HoldingReg,0,Int16,9,6,0,
Int16_Off09_Len07,HoldingReg,0,Int16,9,7,0,
Int16_Off10_Len00,HoldingReg,0,Int16,10,0,0,
Int16_Off10_Len01,HoldingReg,0,Int16,10,1,0,
Int16_Off10_Len02,HoldingReg,0,Int16,10,2,0,
Int16_Off10_Len03,HoldingReg,0,Int16,10,3,0,
Int16_Off10_Len04,HoldingReg,0,Int16,10,4,0,
Int16_Off10_Len05,HoldingReg,0,Int16,10,5,0,
Int16_Off10_Len06,HoldingReg,0,Int16,10,6,0,
Int16_Off11_Len00,HoldingReg,0,Int16,11,0,0,
Int16_Off11_Len01,HoldingReg,0,Int16,11,1,0,
Int16_Off11_Len02,HoldingReg,0,Int16,11,2,0,
Int16_Off11_Len03,HoldingReg,0,Int16,11,3,0,
Int16_Off11_Len04,HoldingReg,0,Int16,11,4,0,
Int16_Off11_Len05,HoldingReg,0,Int16,11,5,0,
Int16_Off12_Len00,HoldingReg,0,Int16,12,0,0,
Int16_Off12_Len01,HoldingReg,0,Int16,12,1,0,
Int16_Off12_Len02,HoldingReg,0,Int16,12,2,0,
Int16_Off12_Len03,HoldingReg,0,Int16,12,3,0,
Int16_Off12_Len04,HoldingReg,0,Int16,12,4,0,
Int16_Off13_Len00,HoldingReg,0,Int16,13,0,0,
Int16_Off13_Len01,HoldingReg,0,Int16,13,1,0,
Int16_Off13_Len02,HoldingReg,0,Int16,13,2,0,
Int16_Off13_Len03,HoldingReg,0,Int16,13,3,0,
Int16_Off14_Len00,HoldingReg,0,Int16,14,0,0,
Int16_Off14_Len01,HoldingReg,0,Int16,14,1,0,
Int16_Off14_Len02,HoldingReg,0,Int16,14,2,0,
Int16_Off15_Len00,HoldingReg,0,Int16,15,0,0,
Int16_Off15_Len01,HoldingReg,0,Int16,15,1,0,
